chan,utime,isotime,source,heard,level,error,dti,name,symbol,latitude,longitude,speed,course,altitude,frequency,offset,tone,system,status,telemetry,comment
0,1602521999,2020-10-12T16:59:59Z,9A1AYZ-11,9A1AYZ-11,60(13/6),0,T,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Seq=234, A1=221, A2=146, A3=0, A4=1, A5=134, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602522064,2020-10-12T17:01:04Z,9A1AYZ-11,9A1AYZ-11,29(14/5),0,!,9A1AYZ-11,/I,45.742000,15.605167,,,,,,,SQ3PLX http://microsat.com.pl/,,,iGate&W1 JAPETIC   RK Dubrava  https://www.croatia-digital-group.com
0,1602522069,2020-10-12T17:01:09Z,9A1AYZ-11,9A1AYZ-11,33(14/5),0,>,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,http://crlnet.it - CRLNet.103 WX3IN1 Plus 2.0 v1.13 / 3.1C / 14.0V
0,1602522324,2020-10-12T17:05:24Z,OE3PDB-2,9A7KXP-4?,27(12/5),1,`,OE3PDB-2,/>,47.797495,16.239253,0.0,,275.0,,,,Byonics TinyTrack3,En Route,,
0,1602522511,2020-10-12T17:08:31Z,S59GCD-12,9A1AYZ-10,31(14/5),0,D,S59GCD-12,/j,,,,,,,,,,,,
0,1602522722,2020-10-12T17:12:02Z,9A7KXP-3,9A1AYZ-10,32(16/5),0,!,9A7KXP-3,/6,45.853333,16.279333,,,,,,,SQ3PLX http://microsat.com.pl/,,,  Solarna telemetrija klijeti- Igate i APRS Digi W1 CRLNet.073
0,1602522730,2020-10-12T17:12:10Z,9A7KXP-1,9A1AYZ-10,36(15/5),0,!,9A7KXP-1,/7,45.899333,15.947333,,,,,,,Open Track,,, 12.3V 29C APRS DIGI VIDIKOVAC-SLJEME asl 1035m  CRLNet.077
0,1602522730,2020-10-12T17:12:10Z,9A7KXP-1,9A1AYZ-10,31(14/6),0,T,9A7KXP-1,/a,,,,,,,,,Open Track,,"Seq=43, A1=495, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602522864,2020-10-12T17:14:24Z,9A7KXP-10,9A1AYZ-10,33(16/6),0,>,9A7KXP-10,/<,,,,,,,,,UIview 32 bit apps,,,"Windows 10,Kenwood tm-v71,10W,antena MA-1500"
0,1602522878,2020-10-12T17:14:38Z,9A7KXP-10,9A1AYZ-10,34(15/5),0,<,9A7KXP-10,/<,,,,,,,,,UIview 32 bit apps,,,"IGATE,MSG_CNT=101,LOC_CNT=65"
0,1602522955,2020-10-12T17:15:55Z,E79VTR-11,9A1AYZ-10,31(15/5),0,T,E79VTR-11,/O,,,,,,,,,Open Track,,"Seq=92, A1=527, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602523187,2020-10-12T17:19:47Z,9A1BTU-1,WIDE,34(15/5),0,!,9A1BTU-1,/#,45.302500,17.699500,,,,,,,UIdigi,,,"/(JN85UH, Laze-UIDIGI1.93 5w )1"
0,1602523234,2020-10-12T17:20:34Z,S59GCD-12,RELAY,33(16/5),0,=,S59GCD-12,L#,46.183167,15.208167,,,,,,,DIGI_NED,,,DIGI_NED: Malic
0,1602523397,2020-10-12T17:23:17Z,9A1AYZ-12,9A1AYZ-10,32(16/5),0,!,9A1AYZ-12,/5,44.828000,14.992833,,,,,,,Open Track,,, 12.1V 0C Solarni APRS Digi-Velebitska Pljesivica asl 1656m CRLNet111
0,1602523397,2020-10-12T17:23:17Z,9A1AYZ-12,9A1AYZ-10,30(15/5),0,T,9A1AYZ-12,/j,,,,,,,,,Open Track,,"Seq=34, A1=486, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602523480,2020-10-12T17:24:40Z,S55UJE-11,9A7KXP-4?,30(11/5),1,T,S55UJE-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Seq=145, A1=122, A2=116, A3=128, A4=36, A5=37, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602523539,2020-10-12T17:25:39Z,OE3REC-9,9A7KXP-4?,27(11/5),0,>,OE3REC-9,/>,,,,,,,,,Open Track,,, T3
0,1602523731,2020-10-12T17:28:51Z,9A1AYZ-10,9A1AYZ-10,34(15/5),0,!,9A1AYZ-10,/#,45.854333,16.050000,,,,,,,>40 APRSmax,,,9A1AYZ Grad Mladih JN85AU
0,1602523804,2020-10-12T17:30:04Z,9A1AYZ-11,9A1AYZ-11,34(13/6),0,!,9A1AYZ-11,/I,45.742000,15.605167,,,,,,,SQ3PLX http://microsat.com.pl/,,,iGate&W1 JAPETIC   RK Dubrava  https://www.croatia-digital-group.com
0,1602523809,2020-10-12T17:30:09Z,9A1AYZ-11,9A1AYZ-11,30(14/6),0,>,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,http://crlnet.it - CRLNet.103 WX3IN1 Plus 2.0 v1.13 / 3.1C / 14.0V
0,1602524031,2020-10-12T17:33:51Z,9A7KXP-12,9A7KXP-4?,28(12/5),0,T,9A7KXP-12,/j,,,,,,,,,Open Track,,"Seq=30, A1=119, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602524187,2020-10-12T17:36:27Z,S59DXX-2,WIDE,36(16/5),1,!,S59DXX-2,/#,46.516833,15.593667,,,,,,,Experimental,,,/APRS DIGI Mt. POHORJE-925 m ASL (1.8) 2
0,1602524277,2020-10-12T17:37:57Z,9A7KXP-4,9A1AYZ-10,34(16/5),0,!,9A7KXP-4,/3,45.778833,16.062000,,,,,,,Open Track,,, 00.0V 7C APRS Digi Zagreb CRLNet.076
0,1602524277,2020-10-12T17:37:57Z,9A7KXP-4,9A1AYZ-10,33(15/5),0,T,9A7KXP-4,/b,,,,,,,,,Open Track,,"Seq=15, A1=0, A2=124, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602524346,2020-10-12T17:39:06Z,S5YKO-2,WIDE,31(15/5),0,i,S5YKO-2,/U,,,,,,,,,UIdigi,,,
0,1602524371,2020-10-12T17:39:31Z,S55UJE-11,9A7KXP-4?,34(12/5),1,T,S55UJE-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Seq=149, A1=122, A2=116, A3=128, A4=38, A5=38, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602524654,2020-10-12T17:44:14Z,9A1AYZ-11,9A1AYZ-11,32(14/5),0,C,9A1AYZ-11,/O,,,,,,,,,,,,
0,1602524689,2020-10-12T17:44:49Z,9A1AYZ-11,9A1AYZ-11,31(14/5),0,:,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1602524690,2020-10-12T17:44:50Z,9A1AYZ-11,9A1AYZ-11,30(14/5),0,:,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1602524690,2020-10-12T17:44:50Z,9A1AYZ-11,9A1AYZ-11,33(14/5),1,:,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1602524691,2020-10-12T17:44:51Z,9A1AYZ-11,9A1AYZ-11,32(14/6),0,:,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1602524836,2020-10-12T17:47:16Z,9A1AYZ-10,9A1AYZ-10,33(15/5),0,!,9A1AYZ-10,/#,45.854333,16.050000,,,,,,,>40 APRSmax,,,9A1AYZ Grad Mladih JN85AU
0,1602525248,2020-10-12T17:54:08Z,9A7KXP-1,9A1AYZ-10,32(15/5),0,!,9A7KXP-1,/7,45.899333,15.947333,,,,,,,Open Track,,, 12.3V 27C APRS DIGI VIDIKOVAC-SLJEME asl 1035m  CRLNet.077
0,1602525249,2020-10-12T17:54:09Z,9A7KXP-1,9A1AYZ-10,32(15/5),0,T,9A7KXP-1,/a,,,,,,,,,Open Track,,"Seq=44, A1=494, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602525291,2020-10-12T17:54:51Z,9A1AYZ-12,9A1AYZ-10,35(15/6),0,!,9A1AYZ-12,/5,44.828000,14.992833,,,,,,,Open Track,,, 12.1V 0C Solarni APRS Digi-Velebitska Pljesivica asl 1656m CRLNet111
0,1602525291,2020-10-12T17:54:51Z,9A1AYZ-12,9A1AYZ-10,35(15/5),0,T,9A1AYZ-12,/j,,,,,,,,,Open Track,,"Seq=35, A1=485, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602525544,2020-10-12T17:59:04Z,9A1AYZ-11,9A1AYZ-11,30(14/5),0,!,9A1AYZ-11,/I,45.742000,15.605167,,,,,,,SQ3PLX http://microsat.com.pl/,,,iGate&W1 JAPETIC   RK Dubrava  https://www.croatia-digital-group.com
0,1602525549,2020-10-12T17:59:09Z,9A1AYZ-11,9A1AYZ-11,39(13/6),0,>,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,http://crlnet.it - CRLNet.103 WX3IN1 Plus 2.0 v1.13 / 3.2C / 14.0V
0,1602525606,2020-10-12T18:00:06Z,OE1KYA-8,9A7KXP-4?,34(11/5),1,>,OE1KYA-8,/s,,,,,,,,,DB1NTO' PicoAPRS ,,,PicoAPRS - World's smallest APRS Transceiver by DB1NTO!
0,1602525638,2020-10-12T18:00:38Z,S59GCD-12,RELAY,34(15/5),0,=,S59GCD-12,L#,46.183167,15.208167,,,,,,,DIGI_NED,,,DIGI_NED: Malic
0,1602525793,2020-10-12T18:03:13Z,S56CT-9,9A7KXP-4?,30(12/4),1,`,S56CT-9,/>,45.950000,15.486833,27.0,358.0,,,,,Unknown manufacturer,En Route,,
0,1602525854,2020-10-12T18:04:14Z,S59GCD-12,9A1AYZ-10,31(14/6),0,D,S59GCD-12,/j,,,,,,,,,,,,
0,1602526010,2020-10-12T18:06:50Z,9A1AYZ-10,9A1AYZ-10,35(16/5),0,!,9A1AYZ-10,/#,45.854333,16.050000,,,,,,,>40 APRSmax,,,9A1AYZ Grad Mladih JN85AU
0,1602526304,2020-10-12T18:11:44Z,9A3PM-9,9A1AYZ-10,32(15/5),0,`,9A3PM-9,/>,45.814667,16.026333,4.0,146.0,188.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526384,2020-10-12T18:13:04Z,9A3PM-9,9A1AYZ-10,31(15/5),0,`,9A3PM-9,/>,45.817500,16.041333,33.0,86.0,120.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526425,2020-10-12T18:13:45Z,9A3PM-9,9A1AYZ-10,34(15/5),0,`,9A3PM-9,/>,45.818167,16.046000,30.0,76.0,122.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526468,2020-10-12T18:14:28Z,9A3PM-9,9A1AYZ-10,31(16/5),0,`,9A3PM-9,/>,45.819667,16.055667,37.0,76.0,121.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526605,2020-10-12T18:16:45Z,9A3PM-9,9A1AYZ-10,34(15/5),0,`,9A3PM-9,/>,45.825667,16.082833,32.0,23.0,125.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526625,2020-10-12T18:17:05Z,9A3PM-9,9A1AYZ-10,31(15/5),0,`,9A3PM-9,/>,45.826500,16.083333,11.0,56.0,125.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526628,2020-10-12T18:17:08Z,9A3PM-9,9A7KXP-4?,29(12/5),0,`,9A3PM-9,/>,45.826500,16.083333,11.0,56.0,125.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526665,2020-10-12T18:17:45Z,9A3PM-9,9A1AYZ-10,31(15/5),0,`,9A3PM-9,/>,45.826333,16.091167,29.0,73.0,122.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526705,2020-10-12T18:18:25Z,9A3PM-9,9A1AYZ-10,34(14/5),0,`,9A3PM-9,/>,45.826833,16.093167,3.0,89.0,123.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526725,2020-10-12T18:18:45Z,9A3PM-9,9A1AYZ-10,32(16/5),0,`,9A3PM-9,/>,45.826833,16.093333,4.0,78.0,122.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526745,2020-10-12T18:19:05Z,9A3PM-9,9A1AYZ-10,33(15/5),0,`,9A3PM-9,/>,45.828000,16.092667,18.0,317.0,124.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526764,2020-10-12T18:19:24Z,9A7KXP-4,9A1AYZ-10,32(15/5),1,!,9A7KXP-4,/3,45.778833,16.062000,,,,,,,Open Track,,, 00.0V 9C APRS Digi Zagreb CRLNet.076
0,1602526764,2020-10-12T18:19:24Z,9A7KXP-4,9A1AYZ-10,32(13/5),0,T,9A7KXP-4,/b,,,,,,,,,Open Track,,"Seq=16, A1=0, A2=124, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602526805,2020-10-12T18:20:05Z,9A3PM-9,9A1AYZ-10,31(15/5),0,`,9A3PM-9,/>,45.830667,16.095500,9.0,336.0,129.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602526865,2020-10-12T18:21:05Z,9A3PM-9,9A1AYZ-10,35(15/5),0,`,9A3PM-9,/>,45.833333,16.093500,0.0,22.0,138.0,,,,Unknown manufacturer,Off Duty,,Branko
0,1602527051,2020-10-12T18:24:11Z,9A1AYZ-10,9A1AYZ-10,31(15/5),0,!,9A1AYZ-10,/#,45.854333,16.050000,,,,,,,>40 APRSmax,,,9A1AYZ Grad Mladih JN85AU
0,1602527055,2020-10-12T18:24:15Z,S59GCD-12,9A1AYZ-10,31(15/5),1,D,S59GCD-12,/j,,,,,,,,,,,,
0,1602527179,2020-10-12T18:26:19Z,9A1AYZ-12,9A1AYZ-10,31(15/5),0,T,9A1AYZ-12,/j,,,,,,,,,Open Track,,"Seq=36, A1=497, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602527233,2020-10-12T18:27:13Z,9A7KXP-3,9A1AYZ-10,36(15/5),0,>,9A7KXP-3,/f,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,http://crlnet.it - WX3IN1 Plus 2.0 - v1.13 - 5.5C - 11.8V
0,1602527285,2020-10-12T18:28:05Z,9A1AYZ-11,9A1AYZ-11,33(14/5),0,!,9A1AYZ-11,/I,45.742000,15.605167,,,,,,,SQ3PLX http://microsat.com.pl/,,,iGate&W1 JAPETIC   RK Dubrava  https://www.croatia-digital-group.com
0,1602527287,2020-10-12T18:28:07Z,9A1AYZ-11,9A1AYZ-10,31(15/5),0,!,9A1AYZ-11,/I,45.742000,15.605167,,,,,,,SQ3PLX http://microsat.com.pl/,,,iGate&W1 JAPETIC   RK Dubrava  https://www.croatia-digital-group.com
0,1602527289,2020-10-12T18:28:09Z,9A1AYZ-11,9A1AYZ-11,32(14/5),0,>,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,http://crlnet.it - CRLNet.103 WX3IN1 Plus 2.0 v1.13 / 3.1C / 14.0V
0,1602527399,2020-10-12T18:29:59Z,9A1AYZ-11,9A1AYZ-11,29(14/5),0,T,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"JAPETIC 5' Stats.: Seq=254, Rx10m=202 Pkt, Rx1h=1560 Pkt, Dg10m=0 Pkt, DgR=0.001 Pcnt, Temp=3.0 C, O1= On0, O2= On0, O3= On0, O4= On0, I1= Hi0, I2= Hi0, I3= Hi0, I4= Hi0",
0,1602527773,2020-10-12T18:36:13Z,9A7KXP-1,9A1AYZ-10,32(15/6),0,!,9A7KXP-1,/7,45.899333,15.947333,,,,,,,Open Track,,, 12.3V 27C APRS DIGI VIDIKOVAC-SLJEME asl 1035m  CRLNet.077
0,1602527773,2020-10-12T18:36:13Z,9A7KXP-1,9A1AYZ-10,32(14/5),0,T,9A7KXP-1,/a,,,,,,,,,Open Track,,"Seq=45, A1=495, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602527791,2020-10-12T18:36:31Z,S59DXX-2,WIDE,31(14/6),0,!,S59DXX-2,/#,46.516833,15.593667,,,,,,,Experimental,,,/APRS DIGI Mt. POHORJE-925 m ASL (1.8) 2
0,1602527956,2020-10-12T18:39:16Z,S5YKO-2,WIDE,33(16/6),1,i,S5YKO-2,/U,,,,,,,,,UIdigi,,,
0,1602528037,2020-10-12T18:40:37Z,S59GCD-12,RELAY,35(14/5),1,=,S59GCD-12,L#,46.183167,15.208167,,,,,,,DIGI_NED,,,DIGI_NED: Malic
0,1602528226,2020-10-12T18:43:46Z,9A1AYZ-10,9A1AYZ-10,30(15/6),0,!,9A1AYZ-10,/#,45.854333,16.050000,,,,,,,>40 APRSmax,,,9A1AYZ Grad Mladih JN85AU
0,1602528255,2020-10-12T18:44:15Z,S59GCD-12,9A1AYZ-10,39(16/5),1,D,S59GCD-12,/j,,,,,,,,,,,,
0,1602528913,2020-10-12T18:55:13Z,9A7KXP-3,9A1AYZ-10,31(16/5),0,>,9A7KXP-3,/f,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,http://crlnet.it - WX3IN1 Plus 2.0 - v1.13 - 5.5C - 12.1V
0,1602529024,2020-10-12T18:57:04Z,9A1AYZ-11,9A1AYZ-11,40(13/5),0,!,9A1AYZ-11,/I,45.742000,15.605167,,,,,,,SQ3PLX http://microsat.com.pl/,,,iGate&W1 JAPETIC   RK Dubrava  https://www.croatia-digital-group.com
0,1602529029,2020-10-12T18:57:09Z,9A1AYZ-11,9A1AYZ-11,35(14/5),0,>,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,http://crlnet.it - CRLNet.103 WX3IN1 Plus 2.0 v1.13 / 3.2C / 14.0V
0,1602529035,2020-10-12T18:57:15Z,9A1AYZ-12,9A1AYZ-10,32(15/5),0,!,9A1AYZ-12,/5,44.828000,14.992833,,,,,,,Open Track,,, 12.4V -4C Solarni APRS Digi-Velebitska Pljesivica asl 1656m CRLNet111
0,1602529035,2020-10-12T18:57:15Z,9A1AYZ-12,9A1AYZ-10,30(15/5),0,T,9A1AYZ-12,/j,,,,,,,,,Open Track,,"Seq=37, A1=498, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602529037,2020-10-12T18:57:17Z,9A1AYZ-12,9A7KXP-4,30(12/5),1,T,9A1AYZ-12,/j,,,,,,,,,Open Track,,"Seq=37, A1=498, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602529086,2020-10-12T18:58:06Z,E79VTR-11,9A1AYZ-10,33(15/5),1,!,E79VTR-11,/#,44.292833,17.636500,,,,145.675,,,Open Track,,," 13.1V 21C APRS DIGI i 145.675MHz (-0.6MHz) R3,Radio Klub Elzas"
0,1602529086,2020-10-12T18:58:06Z,E79VTR-11,9A1AYZ-10,33(14/5),0,T,E79VTR-11,/O,,,,,,,,,Open Track,,"Seq=97, A1=527, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602529192,2020-10-12T18:59:52Z,9A1BTU-1,WIDE,34(15/5),0,!,9A1BTU-1,/#,45.302500,17.699500,,,,,,,UIdigi,,,"/(JN85UH, Laze-UIDIGI1.93 5w )1"
0,1602529233,2020-10-12T19:00:33Z,9A7KXP-4,9A1AYZ-10,30(13/5),0,T,9A7KXP-4,/b,,,,,,,,,Open Track,,"Seq=17, A1=0, A2=124, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602529235,2020-10-12T19:00:35Z,S59GCD-12,RELAY,33(16/5),0,=,S59GCD-12,L#,46.183167,15.208167,,,,,,,DIGI_NED,,,DIGI_NED: Malic
0,1602529287,2020-10-12T19:01:27Z,9A1AYZ-10,9A1AYZ-10,33(15/5),0,!,9A1AYZ-10,/#,45.854333,16.050000,,,,,,,>40 APRSmax,,,9A1AYZ Grad Mladih JN85AU
0,1602529594,2020-10-12T19:06:34Z,S59DXX-2,WIDE,31(14/6),0,!,S59DXX-2,/#,46.516833,15.593667,,,,,,,Experimental,,,/APRS DIGI Mt. POHORJE-925 m ASL (1.8) 2
0,1602529691,2020-10-12T19:08:11Z,9A7KXP-3,9A1AYZ-10,32(15/5),0,!,9A7KXP-3,/6,45.853333,16.279333,,,,,,,SQ3PLX http://microsat.com.pl/,,,  Solarna telemetrija klijeti- Igate i APRS Digi W1 CRLNet.073
0,1602530044,2020-10-12T19:14:04Z,9A7KXP-10,9A1AYZ-10,32(16/5),1,=,9A7KXP-10,/Z,45.829833,16.292500,,,,,,,UIview 32 bit apps,,,APRS Poruke  i upravljanje {UIV32N}
0,1602530064,2020-10-12T19:14:24Z,9A7KXP-10,9A1AYZ-10,29(14/5),1,>,9A7KXP-10,/<,,,,,,,,,UIview 32 bit apps,,,"Windows 10,Kenwood tm-v71,10W,antena MA-1500"
0,1602530077,2020-10-12T19:14:37Z,9A7KXP-10,9A1AYZ-10,33(15/5),0,<,9A7KXP-10,/<,,,,,,,,,UIview 32 bit apps,,,"IGATE,MSG_CNT=102,LOC_CNT=60"
0,1602530078,2020-10-12T19:14:38Z,9A7KXP-10,9A7KXP-4,27(11/5),1,<,9A7KXP-10,/<,,,,,,,,,UIview 32 bit apps,,,"IGATE,MSG_CNT=102,LOC_CNT=60"
0,1602530248,2020-10-12T19:17:28Z,9A1AYZ-10,9A1AYZ-10,32(16/5),0,!,9A1AYZ-10,/#,45.854333,16.050000,,,,,,,>40 APRSmax,,,9A1AYZ Grad Mladih JN85AU
0,1602530276,2020-10-12T19:17:56Z,9A7KXP-1,9A1AYZ-10,32(16/5),0,T,9A7KXP-1,/a,,,,,,,,,Open Track,,"Seq=46, A1=495, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602530307,2020-10-12T19:18:27Z,E79VTR-11,9A1AYZ-10,36(16/5),0,!,E79VTR-11,/#,44.292833,17.636500,,,,145.675,,,Open Track,,," 13.1V 21C APRS DIGI i 145.675MHz (-0.6MHz) R3,Radio Klub Elzas"
0,1602530308,2020-10-12T19:18:28Z,E79VTR-11,9A1AYZ-10,33(15/6),0,T,E79VTR-11,/O,,,,,,,,,Open Track,,"Seq=98, A1=527, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602530436,2020-10-12T19:20:36Z,S59GCD-12,RELAY,33(14/5),0,=,S59GCD-12,L#,46.183167,15.208167,,,,,,,DIGI_NED,,,DIGI_NED: Malic
0,1602530594,2020-10-12T19:23:14Z,9A7KXP-3,9A1AYZ-10,33(16/6),0,>,9A7KXP-3,/f,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,http://crlnet.it - WX3IN1 Plus 2.0 - v1.13 - 5.3C - 12.1V
0,1602530764,2020-10-12T19:26:04Z,9A1AYZ-11,9A1AYZ-11,40(13/5),0,!,9A1AYZ-11,/I,45.742000,15.605167,,,,,,,SQ3PLX http://microsat.com.pl/,,,iGate&W1 JAPETIC   RK Dubrava  https://www.croatia-digital-group.com
0,1602530766,2020-10-12T19:26:06Z,9A1AYZ-11,9A1AYZ-10,36(15/5),0,!,9A1AYZ-11,/I,45.742000,15.605167,,,,,,,SQ3PLX http://microsat.com.pl/,,,iGate&W1 JAPETIC   RK Dubrava  https://www.croatia-digital-group.com
0,1602530769,2020-10-12T19:26:09Z,9A1AYZ-11,9A1AYZ-11,31(14/5),0,>,9A1AYZ-11,/O,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,http://crlnet.it - CRLNet.103 WX3IN1 Plus 2.0 v1.13 / 3.2C / 14.0V
0,1602530917,2020-10-12T19:28:37Z,9A1AYZ-12,9A1AYZ-10,31(14/5),0,!,9A1AYZ-12,/5,44.828000,14.992833,,,,,,,Open Track,,, 12.1V 0C Solarni APRS Digi-Velebitska Pljesivica asl 1656m CRLNet111
0,1602530917,2020-10-12T19:28:37Z,9A1AYZ-12,9A1AYZ-10,34(16/5),0,T,9A1AYZ-12,/j,,,,,,,,,Open Track,,"Seq=38, A1=485, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602531290,2020-10-12T19:34:50Z,9A1BTU-1,WIDE,32(16/5),0,!,9A1BTU-1,/#,45.302500,17.699500,,,,,,,UIdigi,,,"/(JN85UH, Laze-UIDIGI1.93 5w )1"
0,1602531399,2020-10-12T19:36:39Z,S59DXX-2,WIDE,32(15/5),1,!,S59DXX-2,/#,46.516833,15.593667,,,,,,,Experimental,,,/APRS DIGI Mt. POHORJE-925 m ASL (1.8) 2
0,1602531430,2020-10-12T19:37:10Z,9A1AYZ-10,9A1AYZ-10,31(15/5),0,!,9A1AYZ-10,/#,45.854333,16.050000,,,,,,,>40 APRSmax,,,9A1AYZ Grad Mladih JN85AU
0,1602531431,2020-10-12T19:37:11Z,9A7KXP-3,9A1AYZ-10,31(16/5),1,!,9A7KXP-3,/6,45.853333,16.279333,,,,,,,SQ3PLX http://microsat.com.pl/,,,  Solarna telemetrija klijeti- Igate i APRS Digi W1 CRLNet.073
0,1602531522,2020-10-12T19:38:42Z,S5YKO-2,9A7KXP-4,29(11/5),1,D,S5YKO-2,/U,,,,,,,,,UIdigi,,,
0,1602531534,2020-10-12T19:38:54Z,E79VTR-11,9A1AYZ-10,34(16/5),1,T,E79VTR-11,/O,,,,,,,,,Open Track,,"Seq=99, A1=528, A2=0, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602531561,2020-10-12T19:39:21Z,S5YKO-2,WIDE,31(14/5),0,i,S5YKO-2,/U,,,,,,,,,UIdigi,,,
0,1602531564,2020-10-12T19:39:24Z,S5YKO-2,9A7KXP-4?,29(11/5),0,i,S5YKO-2,/U,,,,,,,,,UIdigi,,,
0,1602531635,2020-10-12T19:40:35Z,S59GCD-12,RELAY,33(14/5),0,=,S59GCD-12,L#,46.183167,15.208167,,,,,,,DIGI_NED,,,DIGI_NED: Malic
0,1602531670,2020-10-12T19:41:10Z,9A7KXP-4,9A1AYZ-10,33(15/6),0,!,9A7KXP-4,/3,45.778833,16.062000,,,,,,,Open Track,,, 00.0V 7C APRS Digi Zagreb CRLNet.076
0,1602531670,2020-10-12T19:41:10Z,9A7KXP-4,9A1AYZ-10,31(15/5),1,T,9A7KXP-4,/b,,,,,,,,,Open Track,,"Seq=18, A1=0, A2=124, A3=0, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1602531846,2020-10-12T19:44:06Z,9A7KXP-10,9A1AYZ-10,30(15/5),0,=,9A7KXP-10,/Z,45.829833,16.292500,,,,,,,UIview 32 bit apps,,,APRS Poruke  i upravljanje {UIV32N}
